2026-06-16	Stripe	https://boards-api.greenhouse.io/v1/boards/stripe/jobs	(board scan — fintech segment)	api_403; dedup_052 (job 7210115 confirmed still active via WebSearch; rising junior OK; $62.50/hr; no new distinct postings found)
2026-06-16	Plaid	https://boards-api.greenhouse.io/v1/boards/plaid/jobs	(board scan — fintech segment)	api_403; no_match_grad (RippleMatch listing 146d369a confirmed same as dedup_181; Winter 2026/Spring 2027 grad req; George Jun 2028 ineligible)
2026-06-16	Brex	https://boards-api.greenhouse.io/v1/boards/brex/jobs	(board scan — fintech segment)	api_403; no_match_grad (job 8434385002 confirmed; "inaugural AI-centric internship cohort," NYC hybrid, $55/hr — but requires graduating BA/BS in 2026; George Jun 2028 ineligible; pattern unchanged)
2026-06-16	Mercury	https://boards-api.greenhouse.io/v1/boards/mercury/jobs	(board scan — fintech segment)	api_403; deadline_passed (Backend/Frontend/Full-Stack/Engineering Training Summer 2026 roles all confirmed application deadline Oct 17 2025 passed; Haskell primary stack gap; dedup_140/618/619/620; no new open listings)
2026-06-16	Ramp	https://boards-api.greenhouse.io/v1/boards/ramp/jobs	(board scan — fintech segment)	api_403; dedup_006/166 confirmed active (Backend + Forward Deployed); NEW titles found via WebSearch: Android intern + iOS intern (mobile, no_match_skills — no mobile experience in cv.md) and Frontend/Full-Stack mentions (could not confirm as distinct new req IDs beyond 006/166 — treated as dedup; no new qualifying role)
2026-06-16	Robinhood	https://boards-api.greenhouse.io/v1/boards/robinhood/jobs	(board scan — fintech segment)	api_403; no_match_grad confirmed (Backend job 7235228/7239268 — Toronto + Winter2026/Spring2027 grad req; dedup_171/175/179/180; no new US-eligible roles)
2026-06-16	Coinbase	https://boards-api.greenhouse.io/v1/boards/coinbase/jobs	(board scan — fintech segment)	api_403; dedup_024/137/138/162 confirmed (SWE SF/NYC/London/Singapore/India variants of same SWE intern req, $60/hr; no new distinct role types found beyond tracked SWE/DS/MLE/DataEng)
2026-06-16	Block	https://boards-api.greenhouse.io/v1/boards/block/jobs	(board scan — fintech segment)	api_403; dedup_026 confirmed (SWE Intern 4904196008, $39-51/hr, grad window May2027-May2028 borderline George edge case unchanged); Mobile SWE Intern 8295105 = no_match_skills (iOS/Android, no mobile exp); Embedded/Firmware 5083064008 = no_match_skills (hardware, dedup from 2026-05-28)
2026-06-16	Chime	https://boards-api.greenhouse.io/v1/boards/chime/jobs	(board scan — fintech segment)	api_403; no_match_grad confirmed (dedup_180; Dec 2026/Summer graduation required; George Jun 2028 ineligible; $50/hr 12wk program; pattern unchanged)
2026-06-16	Affirm	https://boards-api.greenhouse.io/v1/boards/affirm/jobs	(board scan — fintech segment)	api_403; dedup_009/022 confirmed active (SWE Intern 7528020003 + Security Intern, both $55/hr remote-US; no new listings found)
2026-06-16	SoFi	https://boards-api.greenhouse.io/v1/boards/sofi/jobs	(board scan — fintech segment)	api_403; NEW title found but no_match_grad: "Intern, Software Engineer, Collections" (peerlist/LinkedIn 4396151211) — distinct team/title not previously logged, but same Dec 2026/Spring 2027 grad requirement + SF Bay Area relocation as all prior SoFi SWE intern postings; George Jun 2028 ineligible; not a new qualifying match
2026-06-16	CrowdStrike	https://boards-api.greenhouse.io/v1/boards/crowdstrike/jobs	(board scan — security segment)	api_403; no_match_grad confirmed (req R26636, Sunnyvale/Redmond, $45/hr, Dec 2026-Aug 2027 grad req; George Jun 2028 ineligible; pattern unchanged)
2026-06-16	SentinelOne	https://boards-api.greenhouse.io/v1/boards/sentinelone/jobs	(board scan — security segment)	api_403; no_match_title (only Partner Solutions Engineer Intern and Strategic Sales/Partnerships Intern found this cycle — both sales/BD roles, not SWE/DS/ML; $25/hr; no engineering intern posting found, dedup pattern from no_match_comp 05-13 superseded by no listings at all this cycle)
2026-06-16	Palo Alto Networks	https://boards-api.greenhouse.io/v1/boards/paloaltonetworks/jobs	(board scan — security segment)	api_403; dedup_055 confirmed active (Intern Software Engineer Santa Clara on-site, $43-46/hr, "returning to school in fall" = George qualifies); Full Stack SWE (Masters) RippleMatch listing = no_match_degree per dedup_055 note in prompt; no new qualifying roles
2026-06-16	Vanta	https://boards-api.greenhouse.io/v1/boards/vanta/jobs	(board scan — security segment)	api_403; inconclusive (RippleMatch-hosted listing job-boards.greenhouse.io/ripplematchinterns/jobs/8239241002 found via WebSearch but direct fetch 403'd and could not confirm title/grad-req/comp distinctly from year-round program description; not confirmed as genuinely new — re-verify next scan)
2026-06-16	Atlassian	https://boards-api.greenhouse.io/v1/boards/atlassian/jobs	(board scan — enterprise segment)	api_403; dedup_128 confirmed active (Software Engineer Intern 2026 Summer U.S., SF/Seattle, F1/J1 not eligible — no impact on George, no sponsorship needed; no new listings beyond tracked SWE/ML(20959)/DS(20962)/DE(20963))
2026-06-16	HubSpot	https://boards-api.greenhouse.io/v1/boards/hubspot/jobs	(board scan — enterprise segment)	api_403; no_new (Software Engineer Internship & Co-op Program confirmed same general program; no Summer-2026-specific US req ID found distinct from prior $54/hr co-op note; pattern unchanged)
2026-06-16	Twilio	https://boards-api.greenhouse.io/v1/boards/twilio/jobs	(board scan — enterprise segment)	api_403; dedup_102 confirmed active (remote-US, $47/hr, Python/Java/JS/PHP/C/C++; no new listings beyond 7560246/7850821)
2026-06-16	Grammarly	https://boards-api.greenhouse.io/v1/boards/grammarly/jobs	(board scan — enterprise segment)	api_403; dedup_021/103 confirmed (SF hub gh_jid 7491439/7255327, 2 days/week in-person, $47/hr; Berlin hub = no_match_geo; no new listings)
2026-06-16	Zoom	https://boards-api.greenhouse.io/v1/boards/zoomvideocommunications/jobs	(board scan — enterprise segment)	api_403; dedup_104 confirmed (Software Developer Engineer Intern, San Jose, AI-native Contact Center analytics team using Java/Spring Boot; primary stack still Java = no_match_skills gap unchanged; no_apply per prior scans)
2026-06-16	Intercom	https://boards-api.greenhouse.io/v1/boards/intercom/jobs	(board scan — enterprise segment)	api_403; no_interns confirmed (no Summer 2026 intern listing found via WebSearch this cycle; pattern unchanged from all prior scans)
